name,line
Grimes,Republicans are being like oh they're like issues shenanigans they do a recount if trump had won they would.
Interviewer,Be crowing immediately being like you know it's in the bag stop it like we don't need to count more like the.
Grimes,Rest of it i mean you saw it so clearly where like the chant was different depending upon what state and what the.
Interviewer,Needs were it was like stop the count or count every vote or whatever it was you know.
Grimes,You know they'll like flip on the dawn it's a tough argument because there's so many states yeah.
Interviewer,So they're i mean the the the core of it is just that they want their team to win and um and that's.
Grimes,In some ways understandable because we all want our teams to win um but you know at this level like that.
Interviewer,There has to be some degree of um country over party you know it's like this stuff is.
Grimes,Really bad for the country it's bad for the country that an incoming government like can't talk to.
Interviewer,The current government it's bad for the country that like you have this floundering executive.
Grimes,Branch for you know two solid months like you know that like that they're just real real.
Interviewer,Negatives to this um and like i i don't i think this hand holding.
Grimes,Of republicans who want to play along is uh is is corrosive you know like i wish they.
Interviewer,Didn't feel but you know i guess it's like the epitaph to the trump era it's like well we kind of wish republicans.
Grimes,Had separated from him this entire time and been like yo this guy's.
Interviewer,You know not the guy and they never did and so they're still playing it out they're still writing his.
Grimes,Trump coattails to what they hope is political victory in georgia uh country be damned you know it it um.
Interviewer,Like uh it's a sad day or a sad week or two weeks or three weeks or whatever it is you know you've talked a lot.
Grimes,I'm gonna find this quote this quote and tweet it before this podcast where you found.
Interviewer,You said we're entering an era i think you said this at cnn town hall your first one where you said we're.
Grimes,Entering era of um the lack of institutional trust where we don't trust our schools we don't trust.
Interviewer,Our our military we don't trust our education system and.
Grimes,Um we don't trust government and now it's looking at we don't trust our elections.
Interviewer,We don't trust the media straw we don't just yeah there's a whole bunch in this list yeah.
Grimes,Yeah actually zack military is the most trusted of those institutions you just named.
Interviewer,Like uh so of course i butchered your quote that's actually a good example no no it's i mean like the military's.
Grimes,Like the last bastion that gets like majority trust uh we don't trust hospitals we don't trust doctors.
Interviewer,You know it's like the the the trust is low um the trust is declining further still.
Grimes,This election unfortunately has not been good for trust you've talked about this before but um.
Interviewer,We never really debated it so there's there's liberal chatter um and not like far left stuff like.
Grimes,Politico wrote about this where um there's rumors that trump will have um some civil suits and possibly face jail.
Interviewer,Time from um certain courts when he leaves the white house.
Grimes,Um and you've been on record saying you hate that because that turned us into venezuela and i agree with that no i i'm.
Interviewer,Saying i hate going i hate criminal prosecution um the civil suits have added you know.
Grimes,He owes you money go for it  um like i do think it's bad practice for.
Interviewer,A new government to like throw the previous president in jail uh you know because that's a.
Grimes,Pattern that goes on in uh developing countries where like the new president's always trying.
Interviewer,To like chase down the former president who's still a potential threat.
Grimes,Uh yeah and i know there there are going to be many people who disagree with this because they want to see trump in.
Interviewer,Jail really really badly uh like i i think it would be um i would think it would do more harm than good.
Grimes,To try to imprison trump and and i also think that again just like the odds of seeing him.
Interviewer,Dragging out the white house the odds of him actually going to jail would be so low you know he would just.
Grimes,Decamp to another country where he would uh um live it up nope.
Interviewer,But i do think like if he owes money like particularly the new york um.
Grimes, you know here at yang speaks we are all about protecting our data i am so thrilled that prop 24.
Interviewer, passed in california california's are enjoying higher data protection rights they're.
Grimes, going to create a new data protection agency just for california and if that sounds cool to you and.
Interviewer, you're not in california then go to your state legislators and say hey how come californians have better data.
Grimes, protections than we do here in wisconsin in michigan in ohio wherever let's have the sweep the country.
Interviewer, in the meantime if you want to protect your personal data every time you use the internet.
Grimes, we recommend expressvpn vpn stands for virtual private network it's like you beam into the internet.
Interviewer, from someplace else no one can track what you're doing they can't sell and resell your data.
Grimes, it's like you're a ghost a spy someone really cool from the future who no one knows what the heck they did.
Interviewer, if that sounds good to you expressvpn is your product visit expressvpn.com yang that's e-x-p-r-e-s-s.
Grimes, vpn dot-com slash gang for three months free with a one-year package this is the number one rated vpn by.
Interviewer, wired cnet in the verge visit expressvpn.com to learn more so so let's get to let's get to georgia.
Grimes, why is everybody going to georgia over the next two months.
Interviewer, you had not one but two senate races in georgia which is highly unusual and neither of the quote-unquote.
Grimes, winners or front-runners got 50 percent so in georgia there's a rule where if you don't get 50.
Interviewer, you go to a runoff so race number one is john ossoff against uh david perdue and.
Grimes, uh that was close as a two-point race or so um john ossoff's very young very logical.
Interviewer, uh really impressive candidate to have um uh accomplished so much uh i talked to.
Grimes, him the other day and he was joking about how when he ran for congress it ended up.
Interviewer, being like the most important congressional race of um the year because it was the first one.
Grimes, post-trump uh and then now his senate race is becoming the most important so he's like joking he's like lightning.
Interviewer, striking twice uh and then the other race um is reverend rafael warnock against kelly.
Grimes, lefler and both purdue and lefleur were accused of.
Interviewer, insider trading on coronavirus information when they first found out how bad the chronovirus was going to be.
Grimes, they did what any american would do and adjust their stock portfolio.
Interviewer, they were just like oh this is going to be bad for cruise lines you know it's like that's leadership.
Grimes, that's leadership uh that's so illegal by the way it's so having worked on wall street that is.
Interviewer, like textbook insider trading there's not like that's not even a gray area yeah.
Grimes, the entire um legislative access to tradable information i mean come on like we haven't figured this one out.
Interviewer, like if you're gonna show up in congress just like put your money in a trust they like throw it in a bunch of things.
Grimes, you can't touch it and then you come out of public service you get it back instead we're creating all of these gray.
Interviewer, areas where legislators are freaking profiting it is not a good look that folks enter.
Grimes, congress non-millionaires and leave millionaires on the regular you know like.
Interviewer, like that that's and it happens all the time all the time and it makes sense because.
Grimes, there's it's not illegal to do this you go in and sit there in a meeting like wow.
Interviewer, it looks like this massive xyz problem is causing oil prices to skyrocket in the middle east like oh better like.
Grimes, get out of my oil companies and you go in there and you make your trade and then let it go and then yeah you don't.
Interviewer, lose all that money and like there's a moral like taking care of your family thing but that's highly illegal it's not.
Grimes, cool um well yeah i mean congress hasn't hasn't.
Interviewer, like slammed the door on this stuff to the degree that it could right it needs to for sure i mean it'd.
Grimes, be illegal in some of these other contexts you're talking about um so yeah like all the.
Interviewer, demands but there needs to be rules and like inside trading's hard to track in general but this one's easy.
Grimes, this one's easy well zach i'll tell you the enrichment of congressional.
Interviewer, members is not strictly that they just have better intel they're like you know like adjusting their.
Grimes, um e-trade portfolio or something like that like most of most of it is that you get in.
Interviewer, there and then all of a sudden like people just want to include you in everything including.
Grimes, things that um that can make you some money and they're technically legitimate uh but.
Interviewer, just people will be like hey you know like we've got some real estate deal like you wanna.
Grimes, come like uh partake and like there's not no rule against it you're like you know a citizen you can.
Interviewer, invest and so people just be like trying to carve out awesome opportunities for you.
Grimes, then before you know it like you know you're trouncing the market many many times over.
Interviewer, if you're a member too you're like hanging out with rich people all the time.
Grimes, and then the rich people kind of put their hand on your shoulder and they're like.
Interviewer, they're there like we like you you should be rich like us and then and then the members like are.
Grimes, like yes i should and then before you know it they are anyway this is actually a long.
Interviewer, digression from the fact that that's very real man and i'll say this quickly because i saw.
Grimes, this like if you have people always like the rich get richer like poor poor like when you have money.
Interviewer, the investment opportunities get a lot better and a lot less risky in the sense that in 2000 i'll never.
Grimes, forget this we sold an apollo european credit fund awesome idea and basically in the 2009.
Interviewer, financial crisis all like the smaller banks mid-level banks in europe went under.
Grimes, so private citizens if you're like the cisco which is like the food delivery service.
Interviewer, super blue chip company you couldn't get a loan in europe so private citizens just pulled a bunch.
Grimes, of money together and we're loaning like blue chip companies at like 11 interest 15 interest it was.
Interviewer, the closest thing to surefire bet ever and all you had to do was have enough money to lock it up so.
Grimes, it's stuff like that that they're getting access to where you and i like you you're poor you don't.
Interviewer, you're not in the game you have to invest in just an apple stock or whatever s p 500 and.
Grimes, like go with those waves these guys get sure things that the lead access that kind of stuff so.
Interviewer, long way to getting there but that's just one that i remember very yeah i mean.
Grimes, wow yeah you lived it brainerd if i had money you know yeah then they'll call you up and be like hey.
Interviewer, i got a thing for you so tell me your left foot yeah and then you're like sure you feel smart.
Grimes, and it's corruptive over time anyway kelly lefler uh is the richest member of the senate which is saying.
Interviewer, something because there are a lot of freaking rich senators but kelly left her lovely is worth 520.
Grimes, million she's already put 23 million into a race uh reverend raphael warnock uh you know.
Interviewer, is a black reverend uh very inspiring like he's getting a lot of support um i and.
Grimes, this i'll just say just because i think it's fun is that kelly leflar also owns a wnba team.
Interviewer, uh that like in all the players wanted her to sell it because she she was against the black lives.
Grimes, matter messaging look at the court like yeah it's like you probably should do.
Interviewer, everyone a favor and sell that team if like your players don't want to play for you that way so uh so that's.
Grimes, that that's the other race these are fascinating races and uh we have to be realistic that for.
Interviewer, democrats it will be an uphill climb and you think well why because didn't joe just win.
Grimes, this state like isn't georgia at purple the problem is that uh republicans in georgia have a much.
Interviewer, tighter read on voting and the need to vote than democrats who many of them are new.
Grimes, to the process and this was true a number of years ago even there was a special election that.
Interviewer, was very close to get to a special election it was maybe a three-point gap and then.
Grimes, the republican won it by double digits maybe 12 points so that was a number of years ago.
Interviewer, so it's probably not going to be that gruesome this time but you have to expect that.
Grimes, democrats will come out at lower levels and the trump not being on the ballot thing cuts both ways is that they're.
Interviewer, like you know republicans are concerned that their voters will stay home you know who'll.
Grimes, stay home a lot of anti-trump democratic voters in georgia uh so it's a it's an uphill climb uh.
Interviewer, but we have to to make this happen because the alternative is mitch mcconnell saying no.
Grimes, to everything for four years while the country sinks into the mud.
Interviewer, uh that's why i'm heading there and you're heading there is that uh we have such massive problems in this country.
Grimes, and we know washington will take any excuse not to work you know if the party can just look and.
Interviewer, blame the other side me like well nothing happened no stimulus bill uh it's their fault vote them out of.
Grimes, office and then go eat a steak um while while the you know the country is.
Interviewer, burning they'll do that you know i mean that like that like i mean we're seeing it we're.
Grimes, feeling it um yeah for seven months so if you want uh to.
Interviewer, get things done out of washington that might help people a unified government would be enormously.
Grimes, superior to mitch mcconnell saying no no no and mitch mcconnell all of a sudden you know he's going to be like oh.
Interviewer, the deficit like when like no one cared when trump was like let's do a like trillion dollar tax got to be like yeah.
Grimes, let's you know all the republicans have voted because of the fiscal situation the united.
Interviewer, states to decrease the deficit it went up exponentially essentially donald trump had the biggest increase of.
Grimes, deficit in a long time i'm going to see if i pull those numbers up but go ahead so it's both it's a.
Interviewer, argument like and if there's any time you're gonna deficit spend.
Grimes, it's when you have a pandemic and a pandemic induced recession and a jobs recession and like you know.
Interviewer, like people are getting kicked out of homes and in food bank lines like if there is any.
Grimes, time you're going to deficit spend it would be now and one of the things that frustrates.
Interviewer, the heck out of me is the confusion around where the money is going karzak 2.2 trillion dollars.
Grimes, uh if you do the math 1200 for let's call it 100 million americans uh is something like six percent of.
Interviewer, 2.2 trillion dollars so it's like oh all the money went to people no you know like a like a tiny.
Grimes, sliver went like you could give everyone twelve hundred dollars.
Interviewer, a month for a year with like that two trillion dollars if you so chose which by the way would have been vastly.
Grimes, superior to what they did because let's say you have an airline.
Interviewer, i feel i feel very deeply and desperately for all the families you know the furloughed employees and.
Grimes, the rest of it but let's say that all those employees were getting like thousand dollars a month two.
Interviewer, thousand dollars a month and then the airline itself was getting recapped like then how would you feel.
Grimes, we only care about the airline because we care about the workers we care about like the pilots the.
Interviewer, airline attendants like the rest of it's like i don't want those people to suffer yeah no like i don't i.
Grimes, don't want those people to to suffer you know the other thing is like we have a sophisticated enough corporate.
Interviewer, um infrastructure where like a banked or bailout let's keep on flying anyway you know.
Grimes, like they go to the creditors and be like well i can't make any money if we're not doing flights and i'm like.
Interviewer, yeah yeah you go do that like it's not like bankrupt firms just stop operating.
Grimes, you know like the the the creditors can just keep on you know like doing the thing so.
Interviewer, so there are many many better ways to go so even if you are concerned about the deficit.
Grimes, you should be clamoring for cash relief because it is the most effective bang for your buck.
Interviewer, it would actually go right back in the economy it would rejuvenate small businesses keep some of these.
Grimes, restaurants open and all the rest of it um and so having mitch mcconnell talk about the deficit is something i will.
Interviewer, desperately i will fight tooth and nail to shut him up just be like look just you know like just step aside.
Grimes, you've done enough wrecking of the country for uh for a while uh you know like let's try and rebuild.
Interviewer, it yang versus mitch i'm excited for this for those just to make sure i get the.
Grimes, numbers right um this is according to a site called the balance which is like a.
Interviewer, pretty i've read this before but a pretty good uh us debt uh blog website um but we've.
Grimes, increased the debt by donald trump under donald trump's been 36 percent or so.
Interviewer, almost 36 in the past four years now you can give a chunk of that kind of not all that is covered right.
Grimes, now a lot of that is the tax cuts and there's this logic on the right that say hey if we cut taxes people will.
Interviewer, make more money without the taxes and then they'll still make it back and the reality is really.
Grimes, rich people don't pay taxes so this is a ridiculous model um.
Interviewer, so that's our world right now and then to be clear on this if the democrats win these two senate.
Grimes, races we have a 50 50 tie in the senate which means the tiebreaker goes to the sitting vice president which means.
Interviewer, which is going to be kamala harris so so 5150 advantage so would that not be glorious that's what's on the line in.
Grimes, georgia that's why we're heading there uh we've just kicked off winboatseats.org.
Interviewer, which donates to 16 community organizations that activate voters in georgia and in different.
Grimes, places in different communities so we've identified this as the most effective.
Interviewer, use of resources uh it's a two month sprint and so you need people that can actually.
Grimes, talk to people and um and these orgs do just that they're actually very close to the.
Interviewer, ground um so uh you know we're gonna go there too knock on doors like uh do some.
Grimes, things i'm gonna try and activate some people while i'm there it's been fun where a lot of.
Interviewer, people have reached out to me being like yeah you're gonna be in georgia like you know like.
Grimes, i tweeted you this is hilarious um yeah martin luther king the third um like uh said yeah let's get lunch i.
Interviewer, mean like you know that it's it's like oh there's like a beautiful yeah there's a beautiful.
Grimes, welcome wagon um um in georgia which is a great place dominique.
Interviewer, like freaking love dominique oh yeah dominique we'll see him in atlanta dominique wilkins.
Grimes, um so a couple things um i'll say this again i keep saying it but i do think it's important because a lot.
Interviewer, of the right is is like screaming this narrative if you.
Grimes, will where georgia has some weird residency laws and we said this before if you move.
Interviewer, there you can pretty much vote pretty immediately um which is uh not great when um.
Grimes, you know protect potentially for election fraud but the think of how that would actually work where people.
Interviewer, actually move get a place and then move out for an election it's not going to happen at.
Grimes, scale but that's not the point we are going there to help the campaigns.
Interviewer, to help the democratic party to get out the vote and register new people to vote um so that's what.
Grimes, we're doing more to come i mean guys we've now turned these campaigns which are.
Interviewer, probably what 30 i don't know the numbers of time we have 30 to 50 million.
Grimes, operations each now it's going to be combined hundreds of million dollar operation.
Interviewer, where the whole nation is now focused on the state whether they like it or not so a lot.
Grimes, is up in the air um we're figuring out what we're going to do all we know now that we're moving there and we found.
Interviewer, some great orgs to work with instead of tbd um it's also covid which we'll talk.
Grimes, about a little bit on this podcast so the in-person campaigning not as fun as it was back in iowa in.
Interviewer, january um but let me ask you this andrea i think it's really important um.
Grimes, because a lot of people see you i like to call your lane the rational progressive right where you're not.
Interviewer, far left but you have really big ideas um and you're not afraid to talk um to criticize both parties you clearly.
Grimes, are democrat you lean left on a whole bunch of things almost everything but you also.
Interviewer, are very rational and thoughtful um not left or right forward is kind of what you know.
Grimes, that's been our slogan 70 million americans voted for donald trump there is a.
Interviewer, to me it's also a healthy sign that um we're not all like the country's very divided so what are you.
Grimes, you're right now very supportive of giving joe and kamala full reign of the house and senate why.
Interviewer, we're going to georgia you might explain like why a little more you touched on a little.
Grimes, bit but why are you even though there were so many trump supporters here that we saw it wasn't a mandate why.
Interviewer, you're so passionate about the the full control for joe i i understand that there are some.
Grimes, people that are like ooh you know both parties um checks and balances compromise yeah.
Interviewer, be nice to have the boundaries you don't want to give everything yeah like i understand that perspective.
Grimes, um i think we're in a very specific situation right now where we have a pandemic that is getting.
Interviewer, worse not better we have a three to four trillion dollar hole in our economy.
Grimes, uh something like 40 million plus americans have filed for unemployment over the last period of time.
Interviewer, and so the government needs to be taking fairly dramatic measures in order to stop the bleeding.
Grimes, uh and fill that hole and provide a path for tens of millions of americans.
Interviewer, now if you look up at washington's recent history uh it's not great in terms of taking the.
Grimes, actions i'm describing um but the track record plummets when you have mitch mcconnell um playing.
Interviewer, goalie or obstructionist so if we lived in a world where the republicans and democrats have been.
Grimes, working together harmoniously and like hammering out legislation and and then uh you were in this crisis.
Interviewer, and you had confidence that they would come together uh then maybe you know it's like okay like that that.
Grimes, like that that might make sense but that's not the world we live in like we live in a world where.
Interviewer, uh we haven't gotten another relief act in seven months and counting and it's probably going to be you know.
Grimes, unfortunately like significantly longer because they're not going to pass the law in the lame duck session.
Interviewer, and in this circumstance you need an invigorated government actually doing things.
Grimes, i know it's painful for some people to hear but that's where we are half of independent restaurants are.
Interviewer, going to close without some kind of relief like think about what that means for.
Grimes, communities around the country for those jobs those people those families that freaking spent a lifetime building.
Interviewer, that restaurant put their heart and soul into it and and now are going to be forced to shut it.
Grimes, forever i mean like that's what we're facing unless our government actually uh.
Interviewer, like passes the relief act for restaurants small businesses puts money into people's hands like the.
Grimes, the deprivation and desperation are rising uh and this is not the time to be like.
Interviewer, uh like the the bipartisanship you're talking about is an abstraction like.
Grimes, uh like the reality has been sorely disappointing for years and years uh and so.
Interviewer, if we're gonna get some kind of real action out of congress we have a much better chance at it.
Grimes, uh if mitch mcconnell uh is not the final say i think that was extremely well put i.
Interviewer, think the other to me what i look at is you start to give joe options because joe.
Grimes, can go to mitch say hey i'm willing to negotiate with you so you can get your moderate republicans on board with a.
Interviewer, bill that all americans get behind but if not i'm gonna force something through like that to me is what um a reasonable.
Grimes, president can do and i think joe will be so that is why we're going to georgia that's why this matters.
Interviewer, um once we have details and you can or you um get off your butt and get down there but.
Grimes, if not also like we can phone bank you can text bank you can fundraise there's a whole bunch of virtual things.
Interviewer, you can do as well so this is where the focus is with that we have a um really special.
Grimes, guest man this is like we've been excited about this for yeah like uh i'm such a huge grimes fan.
Interviewer, on a personal level and a creative level it's just a powerhouse we met on the trail.
Grimes, um stayed in touch uh and she became a mom and you know i dare say you know like uh.
Interviewer, um that um she's been fairly low profile sense so like this was like a special treat.
Grimes, uh on several levels but i just like i just love uh talking to her and she has so much to.
Interviewer, offer a lot of insight i think the world right now.
Grimes, needs more art and uplift and that stuff's underestimated really like you know you talk about.
Interviewer, politicians um trying to be a source of that but i think artists are a more consistent.
Grimes, source of that in the vast majority of people's lives you know what i mean it's like.
Interviewer, if you want to feel good like what do you do you probably turn on your favorite.
Grimes, artist you turn on your favorite music like you probably don't turn on like old obama speeches or something um.
Interviewer, you know maybe you do some people don't turn down yeah so so just learn a ton but more.
Grimes, importantly just like um felt a real sense of joy getting to catch up with grimes i hope.
Interviewer, other people enjoy this conversation too so thank you grimes hope everyone enjoys it.
Grimes, uh is a treat for me yeah and look she doesn't do a lot of these it's a rare moment and.
Interviewer, um i learned a lot and i think um you guys enjoyed so tune in grimes joins yang.
Grimes, speaks  here at yank speaks we are all about.
Interviewer,Doing things better doing things more efficiently doing things more environmentally friendly.
Grimes,Uh and this comes down to things that we do every single day what could yang possibly be talking.
Interviewer,About i'm talking about bidets have you been to another country and been like wow what is this device.
Grimes,Huh like maybe they figured something out they have figured something out they figured out how to.
Interviewer,Uh to clean our tushies every single day in a way that's more environmentally friendly it's more on point.
Grimes,It's uh you know take some getting used to but but it's it's a better way to go and.
Interviewer,Most of us aren't at a point where we're thinking ooh like i'm gonna install one in my home.
Grimes,So you know who has you covered tushy has you covered because it's like an add-on they stick it on an existing.
Interviewer,Toilet just any standard toilet and all of a sudden it's like insta bidet and it modernizes you it makes you more.
Grimes,Environmentally friendly it'll make you more sophisticated i'll make you more european actually what am.
Interviewer,I talking about i think asia is really more into these things than anyone else so if this sounds good to you check out.
Grimes,Hello tushy go to hellotushy.comyang to get 10 off special offer hellotushy.com.
Interviewer,Yang 10 off hello tishi.com yang  it is my thrill to welcome to yang.
Grimes, speaks award-winning musician visual artist creative extraordinary crimes welcome oh.
Interviewer, my gosh guys it's so great to see you thanks for having me how's it going it's going.
Grimes, it's going 2020 good is what i say you know it's like i i can't complain but the world is.
Interviewer, terrible you know the world is a little bit less terrible now that joe has.
Grimes, defeated trump and is heading toward the white house but that election i know you and i uh texted.
Interviewer, about this like it didn't leave you with a positive feeling.
Grimes, no it was i mean it was definitely a high stress situation i think um yeah um.
Interviewer, yeah but i don't know i feel like there are lessons to be learned from this well for you you grew up in canada does.
Grimes, american politics uh horrify you fascinate you like uh from someone who grew up in our northern.
Interviewer, neighbor which seems like a more rational place in many ways um yeah like.
Grimes, like how do you experience american politics that way well first of all i feel canada isn't.
Interviewer, actually as rational as everyone thinks um you know we are the home of the crack mayor.
Grimes, rob ford um so oh yeah that guy yeah um who like got caught smoking crack and then got caught smoking on.
Interviewer, video and then got caught smoking crack like again and then possibly the third time so.
Grimes, you know it's like we really we're not that much better and actually canadian politics are i.
Interviewer, think a bit more crazy than people think just because we have a kind of like a three-party system.
Grimes, so a lot of the times the more kind of i don't know woke vote or whatever actually gets kind of split between the.
Interviewer, liberals and ndp um so canada actually has its own problems but.
Grimes, um uh you know which often leads to a conservative uh government we we still have like.
Interviewer, healthcare and uh like our college is massively subsidized which is.
Grimes, like it just actually does make a huge difference in quality of life you're you're you're a product of that.
Interviewer, right um because canada's universities including the top public universities like mcgill.
Grimes, are essentially cost free and i think like you attended i wasn't mcgill or like uh like.
Interviewer, one of the canada's big schools yeah no i attended mcgill which is literally like.
Grimes, a fantastic school like almost for free like a couple thousand dollars a year or whatever um and.
Interviewer, i'm deeply grateful for that even just because you can kind of not know your major going in and stuff.
Grimes, like i feel like in america if you make the wrong choice with your major or career like.
Interviewer, it's it can be like a hundreds of thousands of dollars mistake thousands of dollars in debt yeah it's.
Grimes, true yes so it's like i mean that's just i i i don't know i kind of didn't fully comprehend the.
Interviewer, situation till i came to america and met people and it was like damn like i got to like try out a few different.
Grimes, things before i you know chose my major so i think this is.
Interviewer, one of the main reasons we think canada is more rational is that your education is paid for and you're.
Grimes, not taking 18 19 year olds and loading them up with debt and then stressing them out about making.
Interviewer, light life decisions where they should be exploring yeah i mean i like did not know what i.
Grimes, wanted to do at 18 or 19 like absolutely not um you know so uh well actually i did.
Interviewer, want to be a musician but um i didn't think that was a reasonable career path to pursue.
Grimes, um so it ended up working out but yeah i know it's like it just seems crazy that you should be saddled with an.
Interviewer, insane amount of debt for decisions you're making before you even really know who you are.
Grimes, before your brain is fully wired seriously it's highly nonsensical uh and people.
Interviewer, are paying for it here so you knew you wanted to be a musician did you have a sense of the medium.
Grimes, like did you think i i'm i know it's going to be electronic or like you know you'd be the.
Interviewer, vocalist or did you dabble with instruments or what was the story there um i actually never made music because i.
Grimes, didn't think i could or should um and then but i was just like an obsessive music.
Interviewer, fan like super super super obsessive um and then actually in my neuroscience course or i was in a.
Grimes, uh i was sort of studying music in the brain and we actually had a class where we had.
Interviewer, to learn logic and like make a song overnight and bring a song to class the next day to prove we'd like learned the.
Grimes, um audio recording software um and that's when i kind of started making music because i.
Interviewer, i like the class provided free audio software and then i just sort of like went down the rabbit hole.
Grimes, whoa that is wild uh so what what year uh in college is that how old are you.
Interviewer, that would have probably been 2009 or 2010 um and then i basically the first music i made kind of went.
Grimes, viral uh which was both both a blessing and a curse because like there's a lot of.
Interviewer, footage of me like literally learning how to make music i've been making music for less than a year and i'm like on.
Grimes, stage and stuff there's some yeah um pretty awkward awkward video of me like being like ah i.
Interviewer, accidentally turned the uh sp 404 off sorry guys and people but um yeah so.
Grimes, well well certainly at that point your career starts taking off and you're and uh you end up making a a career move.
Interviewer, which anyone would have been in your uh position i think the most fascinating thing about your music is.
Grimes, that it really feels like you're transported to another world like i actually.
Interviewer, have you actually listened to my music i have actually listened to your music but i will confess to you guys.
Grimes, that like if i just listen to your music um i feel like i'm not getting the right experience like i feel like i have to be.
Interviewer, watching the video in order to be like i'm not sure how many of your fans feel the same way but i mean i kind.
Grimes, of feel that way so i don't know i'm glad you feel that way i.
Interviewer, think yeah yeah because you're such a visual uh artist and that there are such striking visuals.
Grimes, again you feel transported to another world for like a lot of your um your videos and songs and so i feel.
Interviewer, like they all go together in a way that makes them more complete like if i'm just listening to the music.
Grimes, in a car or whatnot like i you know i just feel like although let me wait until.
Interviewer, you know i can be someplace and you know like watch the video on my phone i mean i don't know if that that's uh.
Grimes, everyone's attitude but for whatever reason that's the way uh i've experienced your music i mean.
Interviewer, i'm usually thinking of um videos like almost all my best songs i like i was like ooh.
Grimes, imagine if i'm like imagine the scene or something um because i direct a lot of the videos.
Interviewer, myself or co-direct them with my brother um and then kind of make the song around that so um.
Grimes, it is i think core to the music and speaking of the canadian government um part of the reason.
Interviewer, i was able to even do that in the first place like being super small and on an indie label was.
Grimes, the canadian grant system which america is maybe too big to have art grants i don't know but that's.
Interviewer, another thing that i super appreciate about being born what what i mean i didn't know this but what.
Grimes, an incredible story you're like the product of the public education system and then you had some kind of.
Interviewer, art grants to make some of your first videos that helped launch you um so there are programs like.
Grimes, that in the united states but not in the way you're describing i don't believe like anyone who's an artist listening.
Interviewer, this is like i haven't seen an art grant in my life in the united states the people who are saying that are.
Grimes, generally correct um there there is a national endowment for the arts but it would not go to an.
Interviewer, independent musician that's trying to make a video like it it might go to a museum or an.
Grimes, art display um not there's anything wrong with those things um but that that's an incredible.
Interviewer, story of the government coming through i know that that's why.
Grimes, i'm like i mean if you look at the amer american music in general like so many of the artists are.
Interviewer, canadian or swedish or whatever you know like i do think there is you can like see a.
Grimes, direct correlation between the grant system and public funding for the arts and you.
Interviewer, know um like i don't know whatever the weekend bieber.
Grimes, it's drake you know yeah i i was just at a saturday night live.
Interviewer, um and i was hanging out with jim carrey and it just struck me that he's another uh super super canadian who like came.
Grimes, down and took over you know showbiz so it's true like canadian influence is very strong.
Interviewer, everywhere one of the things that i found out when i was running this entrepreneurship.
Grimes, organization venture for america was that artists have the same impact on a community's.
Interviewer, economic development as entrepreneurs like if a bunch of artists move to a community.
Grimes, and then you wait x years that community will end up having economic growth.
Interviewer, new businesses revitalization in the same way as if a group of entrepreneurs went.
Grimes, and this is a major problem for the united states because in the united states.
Interviewer, uh arts are treated not as an economic driver but as something of a luxury or frivolity uh in part because.
Grimes, of what you're describing where you show up to college and then anyone who says they're going to study.
Interviewer, art or music would be like are you out of your minds and uh you know people get funneled towards.
Grimes, quote unquote these more practical things um when in truth and you and i talk.
Interviewer, about this like in the future we have to be investing much more energy in arts and.
Grimes, creativity uh because ai and technology are going to do a lot of like the bookkeeping and.
Interviewer, accounting and like the practical stuff that that that people feel like is a safer career i mean.
Grimes, a lot of this stuff is going to change pretty quickly yeah although i do actually think.
Interviewer, like at least music is democratizing really fast um in part due to the tech companies like.
Grimes, um you know garageband being free on an apple computer or whatever.
Interviewer, um you know i i actually like i think you can actually record like i think like billy eilish said she.
Grimes, recorded her album in her house or whatever like it is the technology is kind of getting to a place.
Interviewer, where i think in uh it's just getting a lot more democratic like you don't.
Grimes, it used to be that you need to be just really rich or on like a label that's gonna spend.
Interviewer, you know hundreds of thousands of dollars to make an album and um i think it's interesting because.
Grimes, you're just seeing the amount of artists making music ballooning right now um which is cool but then it's.
Interviewer, its own drama because i was actually just talking to daniel ecke.
Grimes, who runs spotify and they're like you know there's seven million artists on spotify or whatever.
Interviewer, um and like they feel like they can like maybe make it so that like a million artists can make a living off music.
Grimes, um which is still about seven million yeah yeah seven million probably it's gonna like double like.
Interviewer, it's probably gonna be more than seven million um but i don't know like i wonder i mean.
Grimes, i know you're really into like ubi and stuff like i wonder if there's ways to like if everything is automated like.
Interviewer, if there's sort of ai and machines kind of like doing almost.
Grimes, every sort of menial job or whatever like is there a world in which if companies aren't.
Interviewer, paying employees they can like tax they can be taxed more like because of all the extra in theory all the extra.
Grimes, revenue they'd be making it while not having to pay um yeah yeah and like you know could that.
Interviewer, be like i don't know i'm actually curious about like ubi like i haven't read that.
Grimes, much about it like i'm not like like i don't know what the specifics would be like how it would be.
Interviewer, um accomplished or whatever uh i'm really passionate about a lot of elements of.
Grimes, this where right now so and you know this much better than i do and you're.
Interviewer, like an ultra successful popular artist but a lot of artists are dependent upon actually performing.
Grimes, live and touring in order to make money make a living you know what i mean yeah um yeah.
Interviewer, yeah for you too i mean like you you understand uh this better than i would but.
Grimes, uh the digital royalties from like a spotify are really really pretty minimal even.
Interviewer, for folks who are getting tons and tons of downloads and views like i forget what.
Grimes, the math is but it's something like uh i don't know like a tenth of a penny or something ridiculous.
